abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
belūgojant 1 belūg-oj-ant belūgoti; vksm. pad. es. l.
bendradarbiaujant 4 bendr-a-darb-iauj-ant bendradarbiauti; vksm. pad. es. l.
bendraujant 7 bendr-auj-ant bendrauti; vksm. pad. es. l.
bepilant 1 be-pil-ant bepilti; vksm. pad. es. l.
besikeikiant 1 be-si-keik-iant besikeikti; vksm. pad. es. l. sngr.
besileidžiant 1 be-si-leidž-iant besileisti; vksm. pad. es. l. sngr.
besimaudant 1 be-si-maud-ant besimaudyti; vksm. pad. es. l. sngr.
besimeldžiant 1 be-si-meldž-iant besimelsti; vksm. pad. es. l. sngr.
besitikint 1 be-si-tik-int besitikėti; vksm. pad. es. l. sngr.
bešnekant 1 be-šnek-ant bešnekėti; vksm. pad. es. l.
bevaikščiojant 1 be-vaikšč-ioj-ant bevaikščioti; vksm. pad. es. l.
bevažiuojant 1 be-važ-iuoj-ant bevažiuoti; vksm. pad. es. l.
bylant 1 byl-ant bilti; vksm. pad. es. l.
blogėjant 1 blog-ėj-ant blogėti; vksm. pad. es. l.
bombarduojant 1 bombard-uoj-ant bombarduoti; vksm. pad. es. l.
braidant 1 braid-ant braidyti; vksm. pad. es. l.
937
brangstant 1 brang-st-ant brangti; vksm. pad. es. l.
brėkštant 1 brėkšt-ant brėkšti; vksm. pad. es. l.
būsiant 1 bū-s-iant būti; vksm. pad. būs. l.
buvus 3 buv-us būti; vksm. pad. būt. k. l.
centralizuojant 1 centr-al-iz-uoj-ant centralizuoti; vksm. pad. es. l.
chronometruojant 1 chronometr-uoj-ant chronometruoti; vksm. pad. es. l.
cituojant 1 cit-uoj-ant cituoti; vksm. pad. es. l.
čirškiant 1 čiršk-iant čirkšti; vksm. pad. es. l.
čiulbant 1 čiulb-ant čiulbėti; vksm. pad. es. l.
čiulpiant 1 čiulp-iant čiulpti; vksm. pad. es. l.
čiupinėjant 1 čiup-inėj-ant čiupinėti; vksm. pad. es. l.
dainuojant 2 dain-uoj-ant dainuoti; vksm. pad. es. l.
dairantis 1 dair-ant-is dairytis; vksm. pad. es. l. sngr.
dalyvaujant 5 dal-yv-auj-ant dalyvauti; vksm. pad. es. l.
darant 4 dar-ant daryti; vksm. pad. es. l.
darius 3 dar-ius daryti; vksm. pad. būt. k. l.
daugėjant 1 daug-ėj-ant daugėti; vksm. pad. es. l.
dausojant 1 daus-oj-ant dausoti; vksm. pad. es. l.
degant 2 deg-ant degti; vksm. pad. es. l.
deginant 1 deg-in-ant deginti; vksm. pad. es. l.
derantis 1 der-ant-is derėti; vksm. pad. es. l. sngr.
derinant 4 der-in-ant derinti; vksm. pad. es. l.
detalizuojant 7 detal-iz-uoj-ant detalizuoti; vksm. pad. es. l.
diagnozavus 2 diagnoz-av-us diagnozuoti; vksm. pad. būt. k. l.
diagnozuojant 1 diagnoz-uoj-ant diagnozuoti; vksm. pad. es. l.
dialoguojant 1 dialog-uoj-ant dialoguoti; vksm. pad. es. l.
didėjant 4 did-ėj-ant didėti; vksm. pad. es. l.
didinant 2 did-in-ant didinti; vksm. pad. es. l.
diegiant 4 dieg-iant diegti; vksm. pad. es. l.
diferencijuojant 1 diferenc-ij-uoj-ant diferencijuoti; vksm. pad. es. l.
dirbant 15 dirb-ant dirbti; vksm. pad. es. l.
diskutuojant 1 diskut-uoj-ant diskutuoti; vksm. pad. es. l.
dokumentuojant 1 dokument-uoj-ant dokumentuoti; vksm. pad. es. l.
dundant 1 dund-ant dundėti; vksm. pad. es. l.
duodant 1 duod-ant duoti; vksm. pad. es. l.
duriant 1 dur-iant durti; vksm. pad. es. l.
egzistuojant 1 egzist-uoj-ant egzistuoti; vksm. pad. es. l.
einant 8 ein-ant eiti; vksm. pad. es. l.
eksploatuojant 1 eksploat-uoj-ant eksploatuoti; vksm. pad. es. l.
emigruojant 1 emigr-uoj-ant emigruoti; vksm. pad. es. l.
ėmus 3 ėm-us imti; vksm. pad. būt. k. l.
ėmusis 1 ėm-us-is imtis; vksm. pad. būt. k. l. sngr.
938
esant 78 es-ant būti; vksm. pad. es. l.
esant 2 es-ant būti; vksm. pad. es. l.
fiksuojant 1 fiks-uoj-ant fiksuoti; vksm. pad. es. l.
formuluojant 3 form-ul-uoj-ant formuluoti; vksm. pad. es. l.
formuojant 5 form-uoj-ant formuoti; vksm. pad. es. l.
gaminant 1 gam-in-ant gaminti; vksm. pad. es. l.
gaminantis 1 gam-in-ant-is gaminti; vksm. pad. es. l. sngr.
garantuojant 1 garant-uoj-ant garantuoti; vksm. pad. es. l.
gaudžiant 1 gaudž-iant gausti; vksm. pad. es. l.
gaunant 1 gaun-ant gauti; vksm. pad. es. l.
gavus 2 gav-us gauti; vksm. pad. būt. k. l.
gelbstint 2 gelbst-int gelbėti; vksm. pad. es. l.
geriant 1 ger-iant gerti; vksm. pad. es. l.
gerinant 4 ger-in-ant gerinti; vksm. pad. es. l.
giedant 1 gied-ant giedoti; vksm. pad. es. l.
gimdant 2 gim-d-ant gimdyti; vksm. pad. es. l.
gimstant 2 gimst-ant gimti; vksm. pad. es. l.
gimus 3 gim-us gimti; vksm. pad. būt. k. l.
ginant 1 gin-ant ginti; vksm. pad. es. l.
girdėjus 1 gird-ėj-us girdėti; vksm. pad. būt. k. l.
girdint 1 gird-int girdėti; vksm. pad. es. l.
gydant 6 gy-d-ant gydyti; vksm. pad. es. l.
gyvenant 3 gy-v-en-ant gyventi; vksm. pad. es. l.
grąžinant 1 grąž-in-ant grąžinti; vksm. pad. es. l.
grindžiant 1 grindž-iant grįsti; vksm. pad. es. l.
grįžtant 3 grįžt-ant grįžti; vksm. pad. es. l.
grįžus 3 grįž-us grįžti; vksm. pad. būt. k. l.
grojant 2 groj-ant groti; vksm. pad. es. l.
įbridus 1 į-brid-us įbristi; vksm. pad. būt. k. l.
įdedant 1 į-ded-ant įdėti; vksm. pad. es. l.
įdiegus 2 į-dieg-us įdiegti; vksm. pad. būt. k. l.
įėjus 5 į-ėj-us įeiti; vksm. pad. būt. k. l.
ieškant 6 iešk-ant ieškoti; vksm. pad. es. l.
įgėlus 2 į-gėl-us įgelti; vksm. pad. būt. k. l.
įgyvendinant 8 į-gy-v-en-din-ant įgyvendinti; vksm. pad. es. l.
įgyvendinus 1 į-gy-v-en-din-us įgyvendinti; vksm. pad. būt. k. l.
įgreitinant 1 į-greit-in-ant įgreitinti; vksm. pad. es. l.
įkišus 2 į-kiš-us įkišti; vksm. pad. būt. k. l.
įkliuvus 1 į-kliuv-us įkliūti; vksm. pad. būt. k. l.
įkurdinant 1 į-kur-din-ant įkurdinti; vksm. pad. es. l.
įkūrus 3 į-kūr-us įkurti; vksm. pad. būt. k. l.
įkvėpus 1 į-kvėp-us įkvėpti; vksm. pad. būt. k. l.
939
ilsintis 1 ils-int-is ilsėti; vksm. pad. es. l. sngr.
įmaišius 1 į-maiš-ius įmaišyti; vksm. pad. būt. k. l.
imant 6 im-ant imti; vksm. pad. es. l.
įmetus 1 į-met-us įmesti; vksm. pad. būt. k. l.
informuojant 1 inform-uoj-ant informuoti; vksm. pad. es. l.
inicijuojant 1 inicij-uoj-ant inicijuoti; vksm. pad. es. l.
inkorporavus 1 inkorpor-av-us inkorporuoti; vksm. pad. būt. k. l.
integruojant 1 integr-uoj-ant integruoti; vksm. pad. es. l.
integruojantis 2 integr-uoj-ant-is integruoti; vksm. pad. es. l. sngr.
įpresuojant 1 į-pres-uoj-ant įpresuoti; vksm. pad. es. l.
įpusėjus 1 į-pus-ėj-us įpusėti; vksm. pad. būt. k. l.
įrašant 1 į-raš-ant įrašyti; vksm. pad. es. l.
įrašius 1 į-raš-ius įrašyti; vksm. pad. būt. k. l.
įrengiant 4 į-reng-iant įrengti; vksm. pad. es. l.
įrengus 5 į-reng-us įrengti; vksm. pad. būt. k. l.
įrišus 1 į-riš-us įrišti; vksm. pad. būt. k. l.
irkluojant 1 ir-kl-uoj-ant irkluoti; vksm. pad. es. l.
įsidarbinant 1 į-si-darb-in-ant įsidarbinti; vksm. pad. es. l.
įsigalėjus 2 į-si-gal-ėj-us įsigalėti; vksm. pad. būt. k. l. sngr.
įsigalint 1 į-si-gal-int įsigalėti; vksm. pad. es. l. sngr.
įsigaliojus 1 į-si-gal-ioj-us įsigalioti; vksm. pad. būt. k. l. sngr.
įsigrūdus 1 į-si-grūd-us įsigrūsti; vksm. pad. būt. k. l. sngr.
įsijungus 1 į-si-jung-us įsijungti; vksm. pad. būt. k. l. sngr.
įsikišus 1 į-si-kiš-us įsikišti; vksm. pad. būt. k. l. sngr.
įsikūrus 1 į-si-kūr-us įsikurti; vksm. pad. būt. k. l. sngr.
įsileidžiant 2 į-si-leidž-iant įsileisti; vksm. pad. es. l. sngr.
įsiliepsnojus 1 į-si-liepsn-oj-us įsiliepsnoti; vksm. pad. būt. k. l. sngr.
įsisiautėjus 1 į-si-siaut-ėj-us įsisiautėti; vksm. pad. būt. k. l. sngr.
įsiteisėjus 1 į-si-teis-ėj-us įsiteisėti; vksm. pad. būt. k. l. sngr.
įsitikinus 1 į-si-tik-in-us įsitikinti; vksm. pad. būt. k. l. sngr.
įsitraukus 1 į-si-trauk-us įsitraukti; vksm. pad. būt. k. l. sngr.
įsitvirtinant 1 į-si-tvirt-in-ant įsitvirtinti; vksm. pad. es. l. sngr.
įsižiūrėjus 1 į-si-žiūr-ėj-us įsižiūrėti; vksm. pad. būt. k. l. sngr.
įskaitant 20 į-skait-ant įskaityti; vksm. pad. es. l.
įstačius 1 į-stač-ius įstatyti; vksm. pad. būt. k. l.
įstatant 1 į-stat-ant įstatyti; vksm. pad. es. l.
įsteigiant 1 į-steig-iant įsteigti; vksm. pad. es. l.
įsteigus 1 į-steig-us įsteigti; vksm. pad. būt. k. l.
įstojus 1 į-stoj-us įstoti; vksm. pad. būt. k. l.
įsukant 1 į-suk-ant įsukti; vksm. pad. es. l.
išanalizavus 5 iš-analiz-av-us išanalizuoti; vksm. pad. būt. k. l.
išaugus 1 iš-aug-us išaugti; vksm. pad. būt. k. l.
940
išaušus 1 iš-auš-us išaušti; vksm. pad. būt. k. l.
išbėrus 1 iš-bėr-us išberti; vksm. pad. būt. k. l.
išdykaujant 1 iš-dyk-auj-ant išdykauti; vksm. pad. es. l.
išdžiūvus 1 iš-džiūv-us išdžiūti; vksm. pad. būt. k. l.
išeinant 1 iš-ein-ant išeiti; vksm. pad. es. l.
išėjus 7 iš-ėj-us išeiti; vksm. pad. būt. k. l.
išgėrus 1 iš-gėr-us išgerti; vksm. pad. būt. k. l.
išgirdus 3 iš-gird-us išgirsti; vksm. pad. būt. k. l.
išgydžius 1 iš-gy-dž-ius išgydyti; vksm. pad. būt. k. l.
išgyvenant 1 iš-gy-v-en-ant išgyventi; vksm. pad. es. l.
įšildžius 1 į-šil-dž-ius įšildyti; vksm. pad. būt. k. l.
įšilus 1 į-šil-us įšilti; vksm. pad. būt. k. l.
iširus 1 iš-ir-us iširti; vksm. pad. būt. k. l.
iškalus 1 iš-kal-us iškalti; vksm. pad. būt. k. l.
iškėlus 1 iš-kėl-us iškelti; vksm. pad. būt. k. l.
iškilus 6 iš-kil-us iškilti; vksm. pad. būt. k. l.
iškritus 1 iš-krit-us iškristi; vksm. pad. būt. k. l.
iškvaršus 1 iš-kvarš-us iškvaršti; vksm. pad. būt. k. l.
išlaikant 3 iš-laik-ant išlaikyti; vksm. pad. es. l.
išleidus 1 iš-leid-us išleisti; vksm. pad. būt. k. l.
išlėkus 1 iš-lėk-us išlėkti; vksm. pad. būt. k. l.
išmetus 1 iš-met-us išmesti; vksm. pad. būt. k. l.
išmokant 1 iš-mok-ant išmok_ti; vksm. pad. es. l. / išmokyti; vksm. pad. es. l.
išmokus 2 iš-mok-us išmokti; vksm. pad. būt. k. l.
išnagrinėjus 2 iš-nagr-inėj-us išnagrinėti; vksm. pad. būt. k. l.
išnirus 1 iš-nir-us išnirti; vksm. pad. būt. k. l.
išnykus 2 iš-nyk-us išnykti; vksm. pad. būt. k. l.
išplėšiant 1 iš-plėš-iant išplėšti; vksm. pad. es. l.; vksm. pad. būs. l.
išplėtus 1 iš-plėt-us išplėsti; vksm. pad. būt. k. l.
išplitus 1 iš-plit-us išplisti; vksm. pad. būt. k. l.
išplovus 2 iš-plov-us išplauti; vksm. pad. būt. k. l.
išrašant 1 iš-raš-ant išrašyti; vksm. pad. es. l.
išrašinėjant 1 iš-raš-inėj-ant išrašinėti; vksm. pad. es. l.
išrinkus 2 iš-rink-us išrinkti; vksm. pad. būt. k. l.
išrovus 1 iš-rov-us išrauti; vksm. pad. būt. k. l.
išsaugant 2 iš-saug-ant išsaugoti; vksm. pad. es. l.
išsekus 1 iš-sek-us išsekti; vksm. pad. būt. k. l.
išsiaiškinus 3 iš-si-aišk-in-us išsiaiškinti; vksm. pad. būt. k. l. sngr.
išsigandus 1 iš-si-gand-us išsigąsti; vksm. pad. būt. k. l. sngr.
išsilaisvinus 1 iš-si-lai-sv-in-us išsilaisvinti; vksm. pad. būt. k. l. sngr.
išsiliejus 1 iš-si-liej-us išsilieti; vksm. pad. būt. k. l. sngr.
išsiperkant 1 iš-si-perk-ant išsipirkti; vksm. pad. es. l. sngr.
941
išsiplėtus 1 iš-si-plėt-us išsiplėsti; vksm. pad. būt. k. l. sngr.
išsižiojus 1 iš-si-žioj-us išsižioti; vksm. pad. būt. k. l. sngr.
išskalavus 1 iš-skal-av-us išskalauti; vksm. pad. būt. k. l.
išskiriant 4 iš-skir-iant išskirti; vksm. pad. es. l.
išskyrus 39 iš-skyr-us išskirti; vksm. pad. būt. k. l.
išskrendant 1 iš-skrend-ant išskristi; vksm. pad. es. l.
išsprendus 2 iš-sprend-us išspręsti; vksm. pad. būt. k. l.
išstūmus 1 iš-stūm-us išstumti; vksm. pad. būt. k. l.
iššokus 1 iš-šok-us iššokti; vksm. pad. būt. k. l.
ištarus 1 iš-tar-us ištarti; vksm. pad. būt. k. l.
ištekėjus 1 iš-tek-ėj-us ištekėti; vksm. pad. būt. k. l.
ištepus 1 iš-tep-us ištepti; vksm. pad. būt. k. l.
ištikus 4 iš-tik-us ištikti; vksm. pad. būt. k. l.
ištyrinėjus 1 iš-tyr-inėj-us ištyrinėti; vksm. pad. būt. k. l.
ištyrus 17 iš-tyr-us ištirti; vksm. pad. būt. k. l.
ištraukiant 1 iš-trauk-iant ištraukti; vksm. pad. es. l.
ištraukus 1 iš-trauk-us ištraukti; vksm. pad. būt. k. l.
ištrynus 1 iš-tryn-us ištrinti; vksm. pad. būt. k. l.
ištuštinant 1 iš-tušt-in-ant ištuštinti; vksm. pad. es. l.
išvažiavus 2 iš-važ-iav-us išvažiuoti; vksm. pad. būt. k. l.
išvažiuojant 2 iš-važ-iuoj-ant išvažiuoti; vksm. pad. es. l.
išvertus 1 iš-vert-us išversti; vksm. pad. būt. k. l.
išvežant 2 iš-vež-ant išvežti; vksm. pad. es. l.
išvydus 3 iš-vyd-us išvysti; vksm. pad. būt. k. l.
išvykus 1 iš-vyk-us išvykti; vksm. pad. būt. k. l.
įtariant 1 į-tar-iant įtarti; vksm. pad. es. l.
įtarus 1 į-tar-us įtarti; vksm. pad. būt. k. l.
įteisinant 1 į-teis-in-ant įteisinti; vksm. pad. es. l.
įtraukiant 2 į-trauk-iant įtraukti; vksm. pad. es. l.
įtvirtinant 2 į-tvirt-in-ant įtvirtinti; vksm. pad. es. l.
įvaldant 1 į-vald-ant įvaldyti; vksm. pad. es. l.
įvedant 1 į-ved-ant įvesti; vksm. pad. es. l.
įvertinant 16 į-vert-in-ant įvertinti; vksm. pad. es. l.
įvertinus 10 į-vert-in-us įvertinti; vksm. pad. būt. k. l.
įvykdžius 3 į-vyk-dž-ius įvykdyti; vksm. pad. būt. k. l.
įvykus 5 į-vyk-us įvykti; vksm. pad. būt. k. l.
įžengus 2 į-ženg-us įžengti; vksm. pad. būt. k. l.
įžiebus 1 į-žieb-us įžiebti; vksm. pad. būt. k. l.
jungiantis 1 jung-iant-is jungti; vksm. pad. es. l. sngr.
kalbant 19 kalb-ant kalbėti; vksm. pad. es. l.
kandant 1 kand-ant kąsti; vksm. pad. es. l.
kartojant 2 kart-oj-ant kartoti; vksm. pad. es. l.
942
kasant 1 kas-ant kasyti; vksm. pad. es. l. / kasti; vksm. pad. es. l.
kasinėjant 1 kas-inėj-ant kasinėti; vksm. pad. es. l.
kaupiant 1 kaup-iant kaupti; vksm. pad. es. l.
keičiant 3 keič-iant keisti; vksm. pad. es. l.
keičiantis 5 keič-iant-is keisti; vksm. pad. es. l. sngr.
keliant 1 kel-iant kelti; vksm. pad. es. l.
keliaujant 1 kel-iauj-ant keliauti; vksm. pad. es. l.
kepant 1 kep-ant kepti; vksm. pad. es. l.
kilus 4 kil-us kilti; vksm. pad. būt. k. l.
kintant 2 kint-ant kisti; vksm. pad. es. l.
kišantis 1 kiš-ant-is kišti; vksm. pad. es. l. sngr.
kylant 2 kyl-ant kilti; vksm. pad. es. l.
klasifikuojant 2 klasifik-uoj-ant klasifikuoti; vksm. pad. es. l.
klausant 1 klaus-ant klausyti; vksm. pad. es. l.
klausantis 1 klaus-ant-is klausyti; vksm. pad. es. l. sngr.
klausiant 1 klaus-iant klausti; vksm. pad. es. l.; vksm. pad. būs. l.
klūpant 1 klūp-ant klūpoti; vksm. pad. es. l.
klūpint 1 klūp-int klūpėti; vksm. pad. es. l.
kompiuterizavus 3 kompiuter-iz-av-us kompiuterizuoti; vksm. pad. būt. k. l.
komponuojant 1 kompon-uoj-ant komponuoti; vksm. pad. es. l.
koncentruojant 1 koncentr-uoj-ant koncentruoti; vksm. pad. es. l.
konkretizuojant 2 konkret-iz-uoj-ant konkretizuoti; vksm. pad. es. l.
konstruojant 1 konstr-uoj-ant konstruoti; vksm. pad. es. l.
konsultuojant 1 konsult-uoj-ant konsultuoti; vksm. pad. es. l.
kontroliuojant 2 kontrol-iuoj-ant kontroliuoti; vksm. pad. es. l.
kooperuojantis 1 kooper-uoj-ant-is kooperuoti; vksm. pad. es. l. sngr.
kramtant 1 kramt-ant kramtyti; vksm. pad. es. l.
kraujuojant 1 krauj-uoj-ant kraujuoti; vksm. pad. es. l.
kredituojant 1 kredit-uoj-ant kredituoti; vksm. pad. es. l.
kreipiantis 2 kreip-iant-is kreipti; vksm. pad. es. l. sngr.
kreipusis 1 kreip-us-is kreiptis; vksm. pad. būt. k. l. sngr.
krintant 2 krint-ant kristi; vksm. pad. es. l.
kritus 1 krit-us kristi; vksm. pad. būt. k. l.
krykštaujant 1 krykšt-auj-ant krykštauti; vksm. pad. es. l.
kumštelint 1 kumš-tel-int kumštelėti; vksm. pad. es. l.
kuriant 29 kur-iant kurti; vksm. pad. es. l.
kuriantis 1 kur-iant-is kurti; vksm. pad. es. l. sngr.
kvailiojant 1 kvail-ioj-ant kvailioti; vksm. pad. es. l.
laikant 2 laik-ant laikyti; vksm. pad. es. l.
laikantis 11 laik-ant-is laikyti; vksm. pad. es. l. sngr.
laimėjus 1 laim-ėj-us laimėti; vksm. pad. būt. k. l.
lankantis 1 lank-ant-is lankyti; vksm. pad. es. l. sngr.
943
laukiant 1 lauk-iant laukti; vksm. pad. es. l.
leidus 5 leid-us leisti; vksm. pad. būt. k. l.
liečiant 2 lieč-iant liesti; vksm. pad. es. l.
liepiant 1 liep-iant liepti; vksm. pad. es. l.
likus 3 lik-us likti; vksm. pad. būt. k. l.
likvidavus 2 likvid-av-us likviduoti; vksm. pad. būt. k. l.
likviduojant 2 likvid-uoj-ant likviduoti; vksm. pad. es. l.
limituojant 1 limit-uoj-ant limituoti; vksm. pad. es. l.
linkus 2 link-us linkti; vksm. pad. būt. k. l.
lyginant 8 lyg-in-ant lyginti; vksm. pad. es. l.
lygiuojantis 1 lyg-iuoj-ant-is lygiuoti; vksm. pad. es. l. sngr.
lyjant 4 lyj-ant lyti; vksm. pad. es. l.
lynojant 2 ly-noj-ant lynoti; vksm. pad. es. l.
mačius 6 mač-ius matyti; vksm. pad. būt. k. l.
maišant 2 maiš-ant maišyti; vksm. pad. es. l.
maitinant 2 mait-in-ant maitinti; vksm. pad. es. l.
maksimizuojant 1 maksim-iz-uoj-ant maksimizuoti; vksm. pad. es. l.
manant 1 man-ant manyti; vksm. pad. es. l.
manipuliuojant 1 manipul-iuoj-ant manipuliuoti; vksm. pad. es. l.
matant 1 mat-ant matyti; vksm. pad. es. l.
matuojant 1 mat-uoj-ant matuoti; vksm. pad. es. l.
maudant 1 maud-ant maudyti; vksm. pad. es. l.
mažėjant 2 maž-ėj-ant mažėti; vksm. pad. es. l.
mažinant 3 maž-in-ant mažinti; vksm. pad. es. l.
mėgdžiojant 1 mėg-džioj-ant mėgdžioti; vksm. pad. es. l.
mėginant 3 mėg-in-ant mėginti; vksm. pad. es. l.
miegant 3 mieg-ant miegoti; vksm. pad. es. l.
minant 1 min-ant minti; vksm. pad. es. l.
minimizuojant 1 minim-iz-uoj-ant minimizuoti; vksm. pad. es. l.
mirus 7 mir-us mirti; vksm. pad. būt. k. l.
mokant 3 mok-ant mok_ti; vksm. pad. es. l. / mokyti; vksm. pad. es. l.
mokantis 2 mok-ant-is mok_ti; vksm. pad. es. l. sngr. / mokyti; vksm. pad. es. l. sngr.
motyvuojant 1 motyv-uoj-ant motyvuoti; vksm. pad. es. l.
nagrinėjant 12 nagr-inėj-ant nagrinėti; vksm. pad. es. l.
naikinant 1 naik-in-ant naikinti; vksm. pad. es. l.
naudojant 33 naud-oj-ant naudoti; vksm. pad. es. l.
naudojantis 11 naud-oj-ant-is naudoti; vksm. pad. es. l. sngr.
neapribojant 1 ne-ap-rib-oj-ant neapriboti; vksm. pad. es. l.
neatidėliojant 2 ne-ati-dė-lioj-ant neatidėlioti; vksm. pad. es. l.
neatkūrus 1 ne-at-kūr-us neatkurti; vksm. pad. būt. k. l.
neatliekant 1 ne-at-liek-ant neatlikti; vksm. pad. es. l.
neatsiradus 1 ne-at-si-rad-us neatsirasti; vksm. pad. būt. k. l. sngr.
944
neatsitraukiant 1 ne-at-si-trauk-iant neatsitraukti; vksm. pad. es. l. sngr.
neatsižvelgiant 2 ne-at-si-žvelg-iant neatsižvelgti; vksm. pad. es. l. sngr.
nebaigus 1 ne-baig-us nebaigti; vksm. pad. būt. k. l.
nebeįsijungus 1 ne-be-į-si-jung-us nebeįsijungti; vksm. pad. būt. k. l. sngr.
nebevartojant 1 ne-be-vart-oj-ant nebevartoti; vksm. pad. es. l.
nebuvus 2 ne-buv-us nebūti; vksm. pad. būt. k. l.
nedalyvaujant 2 ne-dal-yv-auj-ant nedalyvauti; vksm. pad. es. l.
nedarant 2 ne-dar-ant nedaryti; vksm. pad. es. l.
nedarius 1 ne-dar-ius nedaryti; vksm. pad. būt. k. l.
nedetalizuojant 2 ne-detal-iz-uoj-ant nedetalizuoti; vksm. pad. es. l.
nedispečeriuojant 1 ne-dispečer-iuoj-ant nedispečeriuoti; vksm. pad. es. l.
negaišavus 1 ne-gaiš-av-us negaišuoti; vksm. pad. būt. k. l.
negalvojant 1 ne-galv-oj-ant negalvoti; vksm. pad. es. l.
negaunant 1 ne-gaun-ant negauti; vksm. pad. es. l.
negavus 1 ne-gav-us negauti; vksm. pad. būt. k. l.
negimus 1 ne-gim-us negimti; vksm. pad. būt. k. l.
negirdėjus 2 ne-gird-ėj-us negirdėti; vksm. pad. būt. k. l.
negydant 1 ne-gy-d-ant negydyti; vksm. pad. es. l.
negrąžinus 1 ne-grąž-in-us negrąžinti; vksm. pad. būt. k. l.
neįdedant 1 ne-į-ded-ant neįdėti; vksm. pad. es. l.
neignoruojant 1 ne-ignor-uoj-ant neignoruoti; vksm. pad. es. l.
neįpratus 2 ne-į-prat-us neįprasti; vksm. pad. būt. k. l.
neįregistravus 1 ne-į-registr-av-us neįregistruoti; vksm. pad. būt. k. l.
neįrengus 1 ne-į-reng-us neįrengti; vksm. pad. būt. k. l.
neišgydžius 1 ne-iš-gy-dž-ius neišgydyti; vksm. pad. būt. k. l.
neišimant 1 ne-iš-im-ant neišimti; vksm. pad. es. l.
neišlaikius 1 ne-iš-laik-ius neišlaikyti; vksm. pad. būt. k. l.
neištarus 1 ne-iš-tar-us neištarti; vksm. pad. būt. k. l.
neįvertinus 1 ne-į-vert-in-us neįvertinti; vksm. pad. būt. k. l.
neįvykdžius 1 ne-į-vyk-dž-ius neįvykdyti; vksm. pad. būt. k. l.
nejudant 1 ne-jud-ant nejudėti; vksm. pad. es. l.
nejudinant 1 ne-jud-in-ant nejudinti; vksm. pad. es. l.
nekalbant 6 ne-kalb-ant nekalbėti; vksm. pad. es. l.
nekasant 1 ne-kas-ant nekasti; vksm. pad. es. l.
nekeičiant 1 ne-keič-iant nekeisti; vksm. pad. es. l.
neklausant 1 ne-klaus-ant neklausyti; vksm. pad. es. l.
nelaukiant 2 ne-lauk-iant nelaukti; vksm. pad. es. l.
neleidus 1 ne-leid-us neleisti; vksm. pad. būt. k. l.
nelyginant 2 ne-lyg-in-ant nelyginti; vksm. pad. es. l.
nemačius 1 ne-mač-ius nematyti; vksm. pad. būt. k. l.
nematant 1 ne-mat-ant nematyti; vksm. pad. es. l.
neminint 1 ne-min-int neminėti; vksm. pad. es. l.
945
nemokant 1 ne-mok-ant nemok_ti; vksm. pad. es. l. / nemokyti; vksm. pad. es. l.
nenaudojant 3 ne-naud-oj-ant nenaudoti; vksm. pad. es. l.
nenuimant 1 ne-nu-im-ant nenuimti; vksm. pad. es. l.
nepadarius 1 ne-pa-dar-ius nepadaryti; vksm. pad. būt. k. l.
nepadengus 1 ne-pa-deng-us nepadengti; vksm. pad. būt. k. l.
nepaisant 22 ne-pais-ant nepaisyti; vksm. pad. es. l.
nepasiekus 2 ne-pa-siek-us nepasiekti; vksm. pad. būt. k. l.
nepasimokius 1 ne-pa-si-mok-ius nepasimokyti; vksm. pad. būt. k. l. sngr.
nepasitelkus 1 ne-pa-si-telk-us nepasitelkti; vksm. pad. būt. k. l. sngr.
nepatenkinus 1 ne-pa-tenk-in-us nepatenkinti; vksm. pad. būt. k. l.
nepažeidžiant 3 ne-pa-žeidž-iant nepažeisti; vksm. pad. es. l.
neperdedant 1 ne-per-ded-ant neperdėti; vksm. pad. es. l.
neperkant 1 ne-perk-ant nepirkti; vksm. pad. es. l.
nepertvarkius 1 ne-per-tvark-ius nepertvarkyti; vksm. pad. būt. k. l.
neperžengiant 1 ne-per-ženg-iant neperžengti; vksm. pad. es. l.
nepiktnaudžiaujant 1 ne-pik-t-naudž-iaujant
nepiktnaudžiauti; vksm. pad. es. l.
nepragydus 1 ne-pra-gyd-us nepragysti; vksm. pad. būt. k. l.
neprasitarus 1 ne-pra-si-tar-us neprasitarti; vksm. pad. būt. k. l. sngr.
nepražiopsojus 1 ne-pra-žiops-oj-us nepražiopsoti; vksm. pad. būt. k. l.
nepriėjus 1 ne-pri-ėj-us neprieiti; vksm. pad. būt. k. l.
neprisijungus 1 ne-pri-si-jung-us neprisijungti; vksm. pad. būt. k. l. sngr.
neprivažiavus 1 ne-pri-važ-iav-us neprivažiuoti; vksm. pad. būt. k. l.
neradus 1 ne-rad-us nerasti; vksm. pad. būt. k. l.
nerašius 1 ne-raš-ius nerašyti; vksm. pad. būt. k. l.
nesant 5 n-es-ant nebūti; vksm. pad. es. l.
nesiėmus 1 ne-si-ėm-us nesiimti; vksm. pad. būt. k. l. sngr.
nesilaikant 4 ne-si-laik-ant nesilaikyti; vksm. pad. es. l. sngr.
nesileidžiant 1 ne-si-leidž-iant nesileisti; vksm. pad. es. l. sngr.
nesinaudojant 1 ne-si-naud-oj-ant nesinaudoti; vksm. pad. es. l. sngr.
nesirenkant 1 ne-si-renk-ant nesirinkti; vksm. pad. es. l. sngr.
